Date,Open,High,Low,Close,Adj Close,Volume
2019-02-27,312.700012,329.000000,303.200012,307.799988,307.799988,1592900
2019-02-28,308.200012,310.200012,297.200012,306.299988,306.299988,1111800
2019-03-01,291.600006,302.700012,282.000000,282.200012,282.200012,1363700
2019-03-04,275.899994,320.899994,269.299988,293.700012,293.700012,2805300
2019-03-05,292.299988,306.000000,290.100006,296.000000,296.000000,1505200
2019-03-06,297.000000,316.600006,296.899994,312.000000,312.000000,2091700
2019-03-07,320.000000,348.000000,319.799988,335.600006,335.600006,2768700
2019-03-08,358.000000,367.200012,339.100006,339.899994,339.899994,26487100
2019-03-11,328.899994,329.200012,291.500000,293.200012,293.200012,14764800
2019-03-12,288.000000,291.600006,278.000000,279.000000,279.000000,12920200
2019-03-13,274.700012,278.399994,269.200012,272.600006,272.600006,13968500
2019-03-14,273.299988,274.700012,263.799988,264.899994,264.899994,15347500
2019-03-15,261.899994,263.899994,250.800003,256.000000,256.000000,14749700
2019-03-18,259.600006,266.799988,252.600006,256.200012,256.200012,14398900
2019-03-19,249.899994,269.000000,249.600006,261.200012,261.200012,24393600
2019-03-20,261.899994,270.000000,250.000000,263.600006,263.600006,24751100
2019-03-21,270.000000,270.500000,252.600006,256.799988,256.799988,18487700
2019-03-22,266.000000,313.399994,261.500000,309.799988,309.799988,54429700
2019-03-25,311.700012,329.000000,300.000000,310.200012,310.200012,37883900
2019-03-26,289.799988,296.200012,279.000000,281.899994,281.899994,26117400
2019-03-27,281.200012,311.100006,277.500000,287.500000,287.500000,31788400
2019-03-28,285.500000,293.600006,277.100006,277.600006,277.600006,25881500
2019-03-29,268.200012,271.000000,260.700012,261.500000,261.500000,21046800
2019-04-01,256.700012,261.000000,252.500000,253.399994,253.399994,14041600
2019-04-02,255.800003,258.000000,250.399994,251.500000,251.500000,15214600
2019-04-03,246.300003,262.200012,245.000000,255.100006,255.100006,18465900
2019-04-04,253.800003,259.299988,249.000000,251.300003,251.300003,18603800
2019-04-05,246.399994,249.399994,242.199997,242.300003,242.300003,15734800
2019-04-08,244.899994,247.399994,239.899994,240.000000,240.000000,13596100
2019-04-09,247.100006,256.399994,243.199997,253.899994,253.899994,19982000
2019-04-10,249.000000,253.500000,240.000000,240.500000,240.500000,15745400
2019-04-11,236.399994,239.300003,231.000000,231.500000,231.500000,17986100
2019-04-12,222.100006,222.800003,209.899994,210.399994,210.399994,17172500
2019-04-15,205.000000,220.600006,203.600006,204.500000,204.500000,19116600
2019-04-16,201.699997,203.300003,196.800003,200.699997,200.699997,14664300
2019-04-17,194.000000,209.600006,193.899994,202.000000,202.000000,21001700
2019-04-18,202.600006,209.300003,196.899994,197.199997,197.199997,18379300
2019-04-22,200.699997,203.500000,193.100006,193.199997,193.199997,10675100
2019-04-23,190.800003,192.699997,186.699997,189.300003,189.300003,12249900
2019-04-24,189.399994,198.100006,188.600006,196.699997,196.699997,15841400
2019-04-25,201.699997,216.399994,197.699997,204.100006,204.100006,26728000
2019-04-26,201.100006,207.500000,191.699997,192.199997,192.199997,17352800
2019-04-29,193.800003,198.000000,191.300003,197.500000,197.500000,9019300
2019-04-30,197.000000,208.399994,195.100006,197.199997,197.199997,17699400
2019-05-01,193.500000,211.500000,191.100006,211.300003,211.300003,21282900
2019-05-02,208.000000,227.600006,205.199997,212.100006,212.100006,34081900
2019-05-03,201.600006,202.399994,191.399994,192.899994,192.899994,17133800
2019-05-06,230.600006,234.100006,210.199997,211.800003,211.800003,39471500
2019-05-07,236.199997,293.600006,231.699997,281.299988,281.299988,71106800
2019-05-08,277.200012,287.700012,254.300003,271.399994,271.399994,35053000
2019-05-09,303.200012,318.600006,268.899994,271.700012,271.700012,54642300
2019-05-10,276.799988,289.299988,230.300003,231.600006,231.600006,44500100
2019-05-13,287.399994,299.799988,271.399994,296.100006,296.100006,49258500
2019-05-14,275.500000,280.000000,258.100006,265.000000,265.000000,33236300
2019-05-15,280.600006,283.500000,242.600006,243.800003,243.800003,25820900
2019-05-16,239.800003,240.100006,220.300003,224.199997,224.199997,24858600
2019-05-17,241.300003,241.500000,218.500000,229.899994,229.899994,37693900
2019-05-20,241.399994,249.699997,228.100006,235.500000,235.500000,30794000
2019-05-21,222.000000,222.399994,213.000000,214.300003,214.300003,20930200
2019-05-22,216.000000,217.199997,206.000000,209.399994,209.399994,22343500
2019-05-23,224.500000,242.199997,224.300003,235.399994,235.399994,41056200
2019-05-24,221.800003,231.600006,217.199997,225.399994,225.399994,24412300
2019-05-28,222.500000,238.699997,216.199997,238.100006,238.100006,23656400
2019-05-29,249.000000,256.100006,240.000000,246.800003,246.800003,39533200
2019-05-30,237.000000,248.500000,232.000000,238.899994,238.899994,25014600
2019-05-31,261.600006,263.899994,248.899994,257.500000,257.500000,36648000
2019-06-03,255.699997,272.799988,247.199997,260.500000,260.500000,40848100
2019-06-04,246.600006,253.600006,233.600006,234.699997,234.699997,24738800
2019-06-05,230.300003,239.000000,223.600006,225.300003,225.300003,21099400
2019-06-06,223.000000,227.300003,215.399994,216.600006,216.600006,16659000
2019-06-07,215.699997,221.800003,213.399994,220.100006,220.100006,16569300
2019-06-10,214.000000,222.600006,212.600006,216.300003,216.300003,13177300
2019-06-11,210.000000,223.300003,209.000000,217.600006,217.600006,21045800
